,University,Sex,Rank,TotalCompensation
12894,University of Western Ontario,male,Associate Professor,225650.22
12895,University of Western Ontario,male,Professor,156819.28
12896,University of Western Ontario,male,Professor,209949.36
12897,University of Western Ontario,male,Associate Professor,126993.78
12898,University of Western Ontario,male,Professor,208205.4
12900,University of Western Ontario,male,Professor,206045.68
12901,University of Western Ontario,male,Professor,197146.59
12904,University of Western Ontario,male,Professor,159663.72
12905,University of Western Ontario,female,Assistant Professor,112870.86
12906,University of Western Ontario,male,Professor,143015.46
12907,University of Western Ontario,male,Professor,265154.2
12908,University of Western Ontario,female,Assistant Professor,101356.4
12909,University of Western Ontario,male,Professor,178079.96
12910,University of Western Ontario,male,Associate Professor,239278.2
12911,University of Western Ontario,male,Assistant Professor,107099.56
12912,University of Western Ontario,male,Associate Professor,115086.24
12913,University of Western Ontario,male,Associate Professor,105274.8
12914,University of Western Ontario,male,Assistant Professor,104649.66
12916,University of Western Ontario,female,Professor,154686.12
12917,University of Western Ontario,male,Assistant Professor,187137.56
12918,University of Western Ontario,male,Professor,207000.0
12919,University of Western Ontario,female,Associate Professor,109434.6
12920,University of Western Ontario,male,Associate Professor,124121.88
12921,University of Western Ontario,male,Professor,204263.94
12922,University of Western Ontario,male,Associate Professor,112773.8
12923,University of Western Ontario,male,Professor,162050.44
12924,University of Western Ontario,male,Professor,108165.93
12925,University of Western Ontario,male,Associate Professor,104928.06
12926,University of Western Ontario,male,Associate Professor,154547.17
12927,University of Western Ontario,female,Associate Professor,118203.66
12928,University of Western Ontario,male,Associate Professor,119082.72
12930,University of Western Ontario,male,Associate Professor,126619.44
12931,University of Western Ontario,male,Associate Professor,163639.98
12932,University of Western Ontario,male,Professor,132954.6
12933,University of Western Ontario,female,Associate Professor,113977.56
12934,University of Western Ontario,male,Professor,144093.18
12936,University of Western Ontario,female,Associate Professor,127727.58
12937,University of Western Ontario,male,Associate Professor,124244.82
12938,University of Western Ontario,male,Assistant Professor,113650.44
12940,University of Western Ontario,male,Professor,158806.26
12944,University of Western Ontario,male,Associate Professor,115211.34
12945,University of Western Ontario,male,Professor,184776.18
12946,University of Western Ontario,female,Professor,153599.56
12947,University of Western Ontario,male,Associate Professor,116256.96
12948,University of Western Ontario,male,Professor,132122.7
12949,University of Western Ontario,female,Professor,144781.14
12950,University of Western Ontario,female,Associate Professor,118739.34
12951,University of Western Ontario,female,Associate Professor,131557.74
12952,University of Western Ontario,male,Associate Professor,234942.78
12953,University of Western Ontario,male,Associate Professor,213483.42
12955,University of Western Ontario,male,Professor,166477.86
12956,University of Western Ontario,male,Professor,178937.82
12957,University of Western Ontario,female,Assistant Professor,104406.3
12958,University of Western Ontario,female,Professor,165551.64
12959,University of Western Ontario,male,Professor,144448.56
12960,University of Western Ontario,male,Associate Professor,124000.32
12961,University of Western Ontario,male,Associate Professor,161236.76
12962,University of Western Ontario,male,Professor,128472.24
12963,University of Western Ontario,male,Professor,239652.84
12964,University of Windsor,male,Associate Professor,144694.66
12965,University of Windsor,male,Professor,153453.5
12966,University of Windsor,male,Associate Professor,106927.85
12967,University of Windsor,male,Professor,185135.4
12968,University of Windsor,male,Associate Professor,161970.1
12969,University of Windsor,male,Associate Professor,136233.31
12970,University of Windsor,male,Professor,230795.27
12971,University of Windsor,male,Professor,151102.8
12972,University of Windsor,male,Associate Professor,193984.93
12973,University of Windsor,male,Associate Professor,103698.42
12974,University of Windsor,male,Professor,128241.01
12975,University of Windsor,male,Associate Professor,139394.82
12976,University of Windsor,male,Professor,178521.36
12977,University of Windsor,male,Professor,128910.02
12978,University of Windsor,male,Professor,182942.04
12980,University of Windsor,female,Associate Professor,128155.28
12981,University of Windsor,male,Professor,179912.4
12983,University of Windsor,male,Professor,138040.32
12984,University of Windsor,male,Professor,199415.76
12985,University of Windsor,male,Professor,217424.47
12986,University of Windsor,male,Associate Professor,119652.58
12987,University of Windsor,male,Professor,120708.92
12988,University of Windsor,male,Professor,166461.44
12991,University of Windsor,male,Assistant Professor,103366.95
12992,University of Windsor,female,Associate Professor,108255.22
12994,University of Windsor,female,Associate Professor,135945.53
12995,University of Windsor,female,Associate Professor,151377.83
12996,University of Windsor,male,Associate Professor,160920.08
12997,University of Windsor,male,Associate Professor,148712.43
13000,University of Windsor,male,Professor,173951.28
13001,University of Windsor,female,Associate Professor,104925.96
13002,University of Windsor,male,Professor,177306.44
13003,University of Windsor,female,Professor,126652.28
13004,University of Windsor,male,Professor,143574.19
13005,University of Windsor,male,Associate Professor,119138.81
13006,University of Windsor,male,Professor,168531.0
13007,University of Windsor,male,Associate Professor,134359.0
13008,University of Windsor,female,Associate Professor,117418.5
13009,University of Windsor,male,Professor,244288.77
13011,University of Windsor,male,Associate Professor,129730.04
13012,University of Windsor,male,Assistant Professor,108548.4
13013,University of Windsor,male,Associate Professor,105237.51
13015,University of Windsor,male,Professor,147129.12
13017,University of Windsor,male,Associate Professor,128129.32
13020,University of Windsor,male,Professor,153711.6
13022,University of Windsor,female,Professor,159336.12
13023,University of Windsor,female,Associate Professor,132688.94
13024,University of Windsor,male,Associate Professor,176041.33
13026,University of Windsor,female,Associate Professor,119519.1
13027,University of Windsor,female,Professor,209778.14
13028,University of Windsor,female,Professor,178673.28
13029,University of Windsor,female,Associate Professor,140799.82
13030,University of Windsor,male,Professor,206064.96
13031,University of Windsor,male,Associate Professor,121705.91
13032,University of Windsor,female,Associate Professor,123137.38
13033,University of Windsor,female,Professor,161067.72
13034,University of Windsor,male,Associate Professor,134808.55
